"Deeplink";"Produkt-Titel";"Produktbeschreibung";"Produktbeschreibung lang";"Preis (Brutto)";"Preis (Netto)";"Währung";"europäische Artikelnummer EAN";"Anbieter Artikelnummer AAN";"Hersteller";"Hersteller Artikelnummer HAN";"Produktbild-URL";"Vorschaubild-URL";"Produktkategorie";"Versandkosten Allgemein";"Versandkosten Vorkasse";"Versandkosten Nachnahme";"Versandkosten Kreditkarte";"Versandkosten Lastschrift";"Versandkosten Rechnung";"Versandkosten PayPal";"Versandkosten Sofortüberweisung";"Lieferzeit/Verfügbarkeit";"base_price";"unit_pricing_base_measure";"unit_pricing_measure";"ext_Grundpreis";"ext_Inhalt"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotwein%2Fmanz-wine-pomar-do-espirito-santo-reserva%3Fnumber%3D8947005";"Manz Wine Pomar do Espirito Santo Reserva 2016";"Ein ganz besonderer Rotwein aus den portugiesischen Rebsorten Touriga Nacional, Aragonez und Cast...";"";"23,90";"";"";"5600340050632";"8947005";"Manz Wine";"";"https://images.vinocentral.de/media/image/c4/23/e5/bild_manz_wine_pomar_do_espirito_santo_reserva_2016_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 31,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fcastro-ventosa-ral-prez-castro-valtuille-barrica%3Fnumber%3D8170000";"Castro Ventosa - Raúl Pérez El Castro de Valtuille Barrica 2015";"Obwohl die Mencia-Traube in Spanien zu den zehn am häufigsten angebauten Rebsorten zählt, st...";"";"17,90";"";"";"";"8170000";"Castro Ventosa - RaÃºl PÃ©rez";"";"https://images.vinocentral.de/media/image/a1/70/aa/bild_castro_ventosa_raul_perez_el_castro_valtuille_barrica_2015_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 23,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fcastro-ventosa-ral-prez-castro-valtuille-joven%3Fnumber%3D8170001";"Castro Ventosa - Raúl Pérez El Castro de Valtuille Joven 2016";"Bierzo, Mencia, Raúl Peréz ein Dreiklang, den man sich merken sollte. Im Nordwesten Spaniens, nah...";"";"6,95";"";"";"8437001790180";"8170001";"Castro Ventosa - RaÃºl PÃ©rez";"";"https://images.vinocentral.de/media/image/39/da/45/bild_castro_ventosa_paul_perez_el_castro_valtuille_joven_2016_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 9,27";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fcastro-ventosa-ral-prez-valtuille-cova-raposa%3Fnumber%3D8170002";"Castro Ventosa - Raúl Pérez Valtuille Cova de la Raposa 2015";"Das Highlight der Reihe der Mencia Weine der Bodegas y Viñedos Castro Ventosa unter der Federführ...";"";"36,90";"";"";"";"8170002";"Castro Ventosa - RaÃºl PÃ©rez";"";"https://images.vinocentral.de/media/image/d3/e0/65/bild_castro_ventosa_raul_perez_valtuille_cova_de_la_raposa_2015_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 49,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fvadio-espumante-solera-branco-brut%3Fnumber%3D8084001";"Vadio Espumante Solera Branco Brut";"91 von 100, falstaff Sonderausgabe Sparkling // Tasting Around the World Helles Gelbgold, Me...";"";"17,90";"";"";"5600392741052";"8084001";"Vadio";"CX06EBD0818";"https://images.vinocentral.de/media/image/13/cf/7a/bild_vadio_espumante_solera_branco_brut_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 23,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fvadio-vinho-tinto-vadio%3Fnumber%3D8084002";"Vadio Vinho Tinto ""VADIO"" 2015";"Nach der Aufnahme des Rosé Brut ins vinocentral-Sortiment, folgen nun zwei weitere Etiketten des ...";"";"13,90";"";"";"5600392741311";"8084002";"Vadio";"CX06VT15";"https://images.vinocentral.de/media/image/70/07/41/bild_vadio_vinho_tinto_vadio_2015_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 18,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fvadio-vinho-tinto-grande-vadio%3Fnumber%3D8084003";"Vadio Vinho Tinto "" GRANDE VADIO"" 2014";"Dass es die alte, in der portugiesischen Bairrada autochthone Rebsorte Baga (noch) nicht zum inte...";"";"29,90";"";"";"5600392741335";"8084003";"Vadio";"CX06GVT14";"https://images.vinocentral.de/media/image/62/9c/b6/bild_vadio_vinho_tinto_grande_vadio_2014_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 39,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fvadio-vinho-tinto-vadio-2009%3Fnumber%3D8084004";"Vadio Vinho Tinto ""VADIO"" 2009";"Die Rotweine aus der bei uns kaum bekannten Rebsorte Baga sind in ihrer Jugend häufig echte Haude...";"";"25,90";"";"";"5600392741076";"8084004";"Vadio";"CX06VT09";"https://images.vinocentral.de/media/image/b5/2a/58/bild_vadio_tinto_vadio_2009_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 34,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fdomaine-alain-chabanon-campredon-bio%3Fnumber%3D8167000";"Domaine Alain Chabanon Campredon 2017 Bio";"Der rote Einstiegswein von Chabanon ist gewissermaßen eine Hommage an die Frau Maman ? trägt er d...";"";"14,90";"";"";"";"8167000";"Domaine Alain Chabanon";"";"https://images.vinocentral.de/media/image/e8/e1/a9/bild_domaine_alain_chabanon_compredon_2017_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 19,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fnotas-frutales-de-albarino-garabelos-albarino%3Fnumber%3D8159002";"Notas Frutales de Albariño Finca Garabelos ""Albariño"" 2018";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2017: Die Geschicht...";"";"16,90";"";"";"8425402091456";"8159002";"Notas Frutales de Albarino";"";"https://images.vinocentral.de/media/image/b7/4e/59/bild_notas_frutales_de_albarino_finca_garabelos_albarino_2018_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 22,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fdomaine-alain-chabanon-les-boissieres%3Fnumber%3D8167001";"Domaine Alain Chabanon Les Boissieres 2015 Bio";"Der Wein ist nach seinem Terroir benannt ? den steinigen Boden hat einst ein eiszeitlicher Gletsc...";"";"27,90";"";"";"";"8167001";"Domaine Alain Chabanon";"";"https://images.vinocentral.de/media/image/4e/b8/63/bild_domaine_alain_chabanon_les_boissieres_2015_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 37,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fdomaine-alain-chabanon-le-merle-aux-alouettes%3Fnumber%3D8167002";"Domaine Alain Chabanon Le Merle aux Alouettes 2015 Bio";"Einer der ganz großen Weine der Domaine mit einem eigenwilligen Namen, der einerseits auf die Reb...";"";"31,90";"";"";"";"8167002";"Domaine Alain Chabanon";"";"https://images.vinocentral.de/media/image/ea/84/f7/bild_domaine_alain_chabanon_le_merle_aux_alouettes_2015_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 42,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweissweine%2Fdomaine-alain-chabanon-trelans-2015-bio%3Fnumber%3D8167003";"Domaine Alain Chabanon Trelans 2015 Bio";"Trélans ist eine kleine Gemeinde im Süden des Naturparks Aubrac. Der Name ist in diesem Fall jedo...";"";"25,90";"";"";"";"8167003";"Domaine Alain Chabanon";"";"https://images.vinocentral.de/media/image/27/47/56/bild_domaine_alain_chabanon_trelans_2015_bio_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 34,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fdomaine-alain-chabanon-lesprit-de-font-caude%3Fnumber%3D8167004";"Domaine Alain Chabanon L'Esprit de Font Caude 2014 Bio";"Das absolute Flaggschiff und das Beginn der Domaine Chabanon, denn ?L?Esprit? war auch der erste ...";"";"29,90";"";"";"";"8167004";"Domaine Alain Chabanon";"";"https://images.vinocentral.de/media/image/fc/52/59/bild_domaine_alain_chabanon_lesprit_de_font_caude_bio_2014_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 39,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fbodegas-arrayan-seleccion----%3Fnumber%3D8944004";"Bodegas Arrayán Selección 2016 Bio";"Viele Winzerinnen und Winzer möchten im internationalen Vergleich bestehen und zeigen, dass sie i...";"";"9,90";"";"";"8437004666116";"8944004";"Bodegas ArrayÃ¡n";"";"https://images.vinocentral.de/media/image/fa/0f/b2/bild_bodegas_arrayan_seleccion_2016_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 13,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fconceito-vinhos-espumante-brut-nature%3Fnumber%3D8945015";"Conceito Vinhos Espumante Brut Nature 2017";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2016: Fragt man, wo...";"";"20,90";"";"";"5600318881442";"8945015";"Conceito Vinhos";"";"https://images.vinocentral.de/media/image/ab/59/1c/bild_conceito_vinhos_espumante_brut_nature_2017_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 27,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fconceito-vinhos-contraste-douro-white%3Fnumber%3D8945012";"Conceito Vinhos Contraste Douro White 2019";"""Best Buy"" in der falstaff-Shortlist, Sept.-Okt. 2019 ""Zitrusfruchtig, Grapefruit, Hefe, am Gaume...";"";"9,90";"";"";"5600318881459";"8945012";"Conceito Vinhos";"103130";"https://images.vinocentral.de/media/image/ec/52/b4/bild_conceito_vinhos_contraste_douro_white_2019_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 13,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fconceito-vinhos-conceito-white%3Fnumber%3D8945013";"Conceito Vinhos Conceito White 2018";"Neu eingetroffen. Beschreibung folgt.";"";"29,90";"";"";"";"8945013";"Conceito Vinhos";"103136";"https://images.vinocentral.de/media/image/c5/d8/2b/bild_conceito_vinhos_conceito_white_2018_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 39,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fjonathan-didier-pabiot-pouilly-fum-eurythmie-bio%3Fnumber%3D8964021";"Domaine Jonathan Didier Pabiot Pouilly Fumé Eurythmie Bio 2018";"?Eurythmie? ist die anthroposophische Bewegungskunst und hier ein Verweis auf die biodynamische W...";"";"42,00";"";"";"";"8964021";"Domaine Jonathan Didier Pabiot ";"663 404 17";"https://images.vinocentral.de/media/image/84/e5/77/bild_domaine_jonathan_didier_pabiot_pouilly_fume_eurythmie_bio_2018_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 56,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fkarl-may-fruhburgunder-vordere-mulde-barrique%3Fnumber%3D8222023";"Karl May Fru?hburgunder Vordere Mulde Barrique Bio 2016";"Der Frühburgunder, eine natürliche Mutation des Spätburgunders, steht häufig im Schatten seines V...";"";"19,90";"";"";"4260215658120";"8222023";"Karl May";"1607";"https://images.vinocentral.de/media/image/44/01/8e/bild_karl_may_fruehburgunder_vordere_mulde_barrique_bio_2016_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 26,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-juelg-blanc-de-noir-brut%3Fnumber%3D8703044";"Weingut Jülg Blanc de Noir Brut 2019";"Verkostungsnotiz des Jahrgangs 2017: 92 von 100 Punkten,  falstaff Sonderausgabe Sparkl...";"";"15,00";"";"";"4260635610630";"8703044";"Weingut JÃ¼lg ";"63";"https://images.vinocentral.de/media/image/4f/53/01/bild_weingut_juelg_blanc_de_noir_brut_2019_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 20,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fmilenico-dos-mundos-ribera-del-duero%3Fnumber%3D8085002";"Milénico Dos Mundos Ribera del Duero 2018";"Neu eingetroffen. Beschreibung folgt.";"";"15,90";"";"";"8437007348033";"8085002";"MilÃ©nico";"";"https://images.vinocentral.de/media/image/44/08/98/bild_milnico_dos_mundos_ribera_del_duero_2018_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 21,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fkarl-may-sauvignon-blanc-reserve-bio%3Fnumber%3D8222024";"Karl May Sauvignon Blanc Réserve Bio 2019";"?Ganz schön fett und breit wie ein Weißwein aus Übersee?, könnte man meinen, wenn man das er...";"";"16,00";"";"";"4260668230553";"8222024";"Karl May";"1930";"https://images.vinocentral.de/media/image/a4/67/43/bild_karl_may_sauvignon_blanc_reserve_bio_2019_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 21,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweissweine%2Fhauksson-weine-mueller-thurgau-alpberg%3Fnumber%3D8163000";"Hauksson Weine Müller-Thurgau Alpberg 2018";"Ein schönes Goldgelb steht im Glas aus dem es irritierend, jedoch nicht unangenehm etwas verschwi...";"";"26,50";"";"";"7640496250010";"8163000";"Hauksson Weine";"";"https://images.vinocentral.de/media/image/e7/75/10/bild_hauksson_weine_mueller_thurgau_alpberg_2018_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 35,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fhauksson-weine-pinot-noir-alpberg%3Fnumber%3D8163001";"Hauksson Weine Pinot Noir Alpberg 2017";"Die klare kühle Alpenluft scheint der Spätburgunder-Traube gutzutun, entwickelt sie doch hier auf...";"";"38,00";"";"";"7640496250003";"8163001";"Hauksson Weine";"";"https://images.vinocentral.de/media/image/b3/e4/f1/bild_hauksson_weine_pinot_noir_alpberg_2017_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 50,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fgirardin-bourgogne-blanc-cuvee-saint-vincent%3Fnumber%3D8160000";"Vincent Girardin Bourgogne Blanc Cuvée Saint-Vincent 2017";"Die Trauben für diese Cuvée stammen aus Parzellen der Appellation Côte de Beaune mit rund 50 Jahr...";"";"16,90";"";"";"";"8160000";"Vincent Girardin";"";"https://images.vinocentral.de/media/image/9e/8f/a8/bild_girardin_bourgogne_blanc_cuvee_saint_vincent_2017_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 22,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Foxney-organic-estate-rose-bio%3Fnumber%3D8171000";"Oxney Organic Estate Rosé Bio";"89 von 100, falstaff Sonderausgabe Sparkling // Tasting Around the World Mittleres Lachsrosa...";"";"35,90";"";"";"5060551070025";"8171000";"Oxney Organic Estate";"";"https://images.vinocentral.de/media/image/bf/a3/aa/bild_oxney_organic_estate_rose_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 47,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Foxney-organic-estate-classic-bio%3Fnumber%3D8171001";"Oxney Organic Estate Classic Bio 2018";"90 von 100, falstaff Sonderausgabe Sparkling // Tasting Around the World Helles Goldgelb, Si...";"";"42,90";"";"";"5060551070001";"8171001";"Oxney Organic Estate";"";"https://images.vinocentral.de/media/image/d7/0b/23/oxney_organic_estate_classic_bio_2018_1280x1280.jpg";"";"Weine>Spumante & Co.";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 57,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fgirardin-bourgogne-meursault-1ercru-charmes-dessus%3Fnumber%3D8160002";"Vincent Girardin Meursault 1er Cru Les Charmes-Dessus 2016";"Neu eingetroffen. Aktuelle Beschreibung folgt.  Verkostungsnotiz des Jahrgangs  2013: D...";"";"93,00";"";"";"";"8160002";"Vincent Girardin";"";"https://images.vinocentral.de/media/image/be/55/0f/bild_girardin_bourgogne_meursault_1ercru_charmes_dessus_2016_1280x1280.jpg";"";"Weine>Weißweine";"0,00";"0,00";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 124,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fdavid-moret-chassagne-montrachet-vieilles-vignes%3Fnumber%3D8169001";"David Moret Chassagne Montrachet Vieilles Vignes 2018";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2017: Die berühmte ...";"";"52,90";"";"";"";"8169001";"David Moret";"";"https://images.vinocentral.de/media/image/f2/8f/37/bild_david_moret_chassagne_montrachet_vieilles_vignes_2018_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 70,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweissweine%2Fdavid-moret-st.-romain%3Fnumber%3D8169002";"David Moret St. Romain 2018";"Neu eingetroffen. Aktuelle Beschreibung folgt.  Verkostungsnotiz des Jahrgangs 2017: Mit bis...";"";"29,90";"";"";"";"8169002";"David Moret";"";"https://images.vinocentral.de/media/image/0a/79/69/bild_david_moret_st_romain_2017_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 39,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweissweine%2Fdavid-moret-meursault-les-narvaux%3Fnumber%3D8169003";"David Moret Meursault Les Narvaux 2018";"Verkostungsnotiz des Jahrgangs 2017: Die berühmte Appellation Meursault liegt zwischen Volnay im ...";"";"55,00";"";"";"";"8169003";"David Moret";"";"https://images.vinocentral.de/media/image/8b/a8/81/bild_david_moret_meursault_les_narvaux_2017_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 73,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fgirardin-chassagne-montrachet-1er-cru-les-chaumees%3Fnumber%3D8160001";"Vincent Girardin Chassagne-Montrachet 1er Cru ""Les Chaumées"" 2014";"Die Premier-Cru-Parzelle liegt im Nord-Osten der Gemeinde Chassagne-Montrachet. Der Boden ist vor...";"";"65,90";"";"";"";"8160001";"Vincent Girardin";"";"https://images.vinocentral.de/media/image/bd/f4/45/bild_vincent_girardin_bourgogne_blanc_chassagne_montrachet_1er_cru_les_chaumees_2014_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 87,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fgirardin-bourgogne-pinot-noir-saint-vincent%3Fnumber%3D8160005";"Vincent Girardin Pinot Noir Cuvée Saint-Vincent 2019";"Der perfekte Einstieg in die Pinot-Welt von Girardin! Alter der Rebstöcke: 45 Jahre auf Kalk- und...";"";"18,50";"";"";"";"8160005";"Vincent Girardin";"";"https://images.vinocentral.de/media/image/a1/94/c5/bild_vincent_girardin_pinot_noir_cuvee_saint_vincent_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 24,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fgirardin-bourgogne-rouge-santenay-gravieres%3Fnumber%3D8160007";"Vincent Girardin Santenay 1er Cru ""Les Gravières"" 2017";"Dieser Pinot stammt von 55 Jahre alten Reben aus einer der berühmtesten Premier-Cru-Lagen in der ...";"";"36,90";"";"";"";"8160007";"Vincent Girardin";"";"https://images.vinocentral.de/media/image/69/4a/e6/bild_vincent_girardin_bourgogne_rouge_santenay_1er_cru_les_gravieres_2017_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 49,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fgirardin-bourgogne-corton-charlemagne-grand-cru%3Fnumber%3D8160003";"Vincent Girardin Corton-Charlemagne Quintessence Grand Cru 2016";"Die stolze 70 Jahre alten Chardonnay-Rebstöcke stehen in der Gemeinde Aloxe-Corton im Norden der ...";"";"219,00";"";"";"";"8160003";"Vincent Girardin";"";"https://images.vinocentral.de/media/image/bc/a6/80/bild_vincent_girardin_bourgogne_blanc_corton_charlemagne_quintessance_grand_cru_2016_1280x1280.jpg";"";"Weine>Weißweine";"0,00";"0,00";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 292,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fgirardin-bourgogne-rouge-volnay-1er-cru-santenots----%3Fnumber%3D8160008";"Vincent Girardin Volnay 1er Cru Les Santenots 2017";"Verkostungsnotiz des Jahrgangs 2015: Die 65 Jahre alten Pinot-Stöcke stehen auf einem sanften Hüg...";"";"59,90";"";"";"";"8160008";"Vincent Girardin";"";"https://images.vinocentral.de/media/image/af/73/7b/bild_vincent_girardin_bourgogne_rouge_volnay_1er_cru_les_santenots_2017_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 79,87";"0.75 l"
